id	title	description	link	image_link	availability	price	brand	condition	google_product_category	product_type
prod_185	Rascador Cartón Corrugado Onda Simple	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_185	https://pets-store-arg.com/assets/images/products/prod_185/cover.jpg	in_stock	7225 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_186	Rascador Cartón Corrugado "pez"	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_186	https://pets-store-arg.com/assets/images/products/prod_186/cover.jpg	in_stock	15300 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_187	Rascador Cartón Corrugado Onda Simple	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_187	https://pets-store-arg.com/assets/images/products/prod_187/cover.jpg	in_stock	12750 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_188	Rascador Con Caja X	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_188	https://pets-store-arg.com/assets/images/products/prod_188/cover.jpg	in_stock	8925 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_189	Rascador Doble T X	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_189	https://pets-store-arg.com/assets/images/products/prod_189/cover.jpg	in_stock	13600 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_190	Rascador Medio Infinito Grande X	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_190	https://pets-store-arg.com/assets/images/products/prod_190/cover.jpg	in_stock	13600 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_191	Rascador Medio Infinito 55 X	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_191	https://pets-store-arg.com/assets/images/products/prod_191/cover.jpg	in_stock	11900 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_192	Rascador Recto 50 X	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_192	https://pets-store-arg.com/assets/images/products/prod_192/cover.jpg	in_stock	3400 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_193	Rascador Recto Sin Caja 11,5 X	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_193	https://pets-store-arg.com/assets/images/products/prod_193/cover.jpg	in_stock	5525 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_194	Rascador Infinito 55 X	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_194	https://pets-store-arg.com/assets/images/products/prod_194/cover.jpg	in_stock	22950 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_195	Rascador Infinito 55 X	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_195	https://pets-store-arg.com/assets/images/products/prod_195/cover.jpg	in_stock	11900 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_197	Rascador Puente	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_197	https://pets-store-arg.com/assets/images/products/prod_197/cover.jpg	in_stock	32300 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_198	Rascador Cilindro Para Pared	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_198	https://pets-store-arg.com/assets/images/products/prod_198/cover.jpg	in_stock	23800 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_199	Rascador Cuadrado C/ Marco De Madera Pared	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_199	https://pets-store-arg.com/assets/images/products/prod_199/cover.jpg	in_stock	18700 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_200	Rascasdon Cuadrado C/marco De Madera Pared Chico	🐕 Accesorio de calidad para tu mascota. Diseño funcional y duradero.	https://pets-store-arg.com/product.html?id=prod_200	https://pets-store-arg.com/assets/images/products/prod_200/cover.jpg	in_stock	11050 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_201	Rascador Bandeja	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_201	https://pets-store-arg.com/assets/images/products/prod_201/cover.jpg	in_stock	18700 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_202	Rascador Esquinero Yute Sillon X	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_202	https://pets-store-arg.com/assets/images/products/prod_202/cover.jpg	in_stock	27200 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_203	Rascador Pez Multi Color Chico Para Colgar	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_203	https://pets-store-arg.com/assets/images/products/prod_203/cover.jpg	in_stock	3570 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_204	Juego Para Gato Con Resorte Con Rata Y Triple Bace	🐱 Juguete interactivo para gatos. Estimula el instinto de caza y mantiene a tu felino entretenido.	https://pets-store-arg.com/product.html?id=prod_204	https://pets-store-arg.com/assets/images/products/prod_204/cover.jpg	in_stock	9945 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	juguetes
prod_205	Juguete Con Resorte Y Pes	🐕 Juguete con resorte y pes para mascotas. Diversión garantizada para tu compañero peludo.	https://pets-store-arg.com/product.html?id=prod_205	https://pets-store-arg.com/assets/images/products/prod_205/cover.jpg	in_stock	16575 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	juguetes
prod_206	Rascador Poste Zootec N 1	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_206	https://pets-store-arg.com/assets/images/products/prod_206/cover.jpg	in_stock	17425 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_207	Rascador Con Carton Simple	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_207	https://pets-store-arg.com/assets/images/products/prod_207/cover.jpg	in_stock	4250 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_208	Rasacador C/ Caja Kimey	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_208	https://pets-store-arg.com/assets/images/products/prod_208/cover.jpg	in_stock	4675 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_209	Rasacador Plano N1 Kimey	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_209	https://pets-store-arg.com/assets/images/products/prod_209/cover.jpg	in_stock	12410 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_210	Rascador Sillon Con Patas Kimey	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_210	https://pets-store-arg.com/assets/images/products/prod_210/cover.jpg	in_stock	16320 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_211	Rascador Helice N7 Kimey	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_211	https://pets-store-arg.com/assets/images/products/prod_211/cover.jpg	in_stock	8500 ARS	KIMEY	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_212	Rascador Onda Kemey	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_212	https://pets-store-arg.com/assets/images/products/prod_212/cover.jpg	in_stock	8925 ARS	KEMEY	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_213	Rasacdor Mesa N2 Kimey	🐕 Accesorio de calidad para tu mascota. Diseño funcional y duradero.	https://pets-store-arg.com/product.html?id=prod_213	https://pets-store-arg.com/assets/images/products/prod_213/cover.jpg	in_stock	11985 ARS	KIMEY	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_214	Tito's - Agatar	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_214	https://pets-store-arg.com/assets/images/products/prod_214/cover.jpg	in_stock	11900 ARS	AGATAR	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_215	Vainilla - Agatar	Rascador para gatos. Mantiene las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_215	https://pets-store-arg.com/assets/images/products/prod_215/cover.jpg	in_stock	5950 ARS	AGATAR	new	Animals & Pet Supplies > Pet Supplies	casa-descanso
prod_216	Alsina - Agatar	Rascador para gatos. Mantiene las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_216	https://pets-store-arg.com/assets/images/products/prod_216/cover.jpg	in_stock	3400 ARS	AGATAR	new	Animals & Pet Supplies > Pet Supplies	casa-descanso
prod_217	Agatar - Cara De Gato	Rascador para gatos. Mantiene las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_217	https://pets-store-arg.com/assets/images/products/prod_217/cover.jpg	in_stock	7650 ARS	AGATAR	new	Animals & Pet Supplies > Pet Supplies	casa-descanso
prod_218	Rascador 2 En 1 Con Túnel	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_218	https://pets-store-arg.com/assets/images/products/prod_218/cover.jpg	in_stock	9350 ARS	AGATAR	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_219	Mini Infinity - Agatar	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_219	https://pets-store-arg.com/assets/images/products/prod_219/cover.jpg	in_stock	10200 ARS	AGATAR	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_220	Mini Acuña - Agatar	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_220	https://pets-store-arg.com/assets/images/products/prod_220/cover.jpg	in_stock	7650 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_221	Mini Simon - Agatar	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_221	https://pets-store-arg.com/assets/images/products/prod_221/cover.jpg	in_stock	9350 ARS	AGATAR	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_222	CAMA VICTORIA	Cama rascador multifuncional para gatos y mascotas pequeñas a medianas.	https://pets-store-arg.com/product.html?id=prod_222	https://pets-store-arg.com/assets/images/products/prod_222/cover.jpg	in_stock	15725 ARS	Pets Store	new	Animals & Pet Supplies > Pet Supplies	Gatos
prod_223	Cocodrilo - Agatar	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_223	https://pets-store-arg.com/assets/images/products/prod_223/cover.jpg	in_stock	15300 ARS	AGATAR	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_224	Tiburón - Agatar	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_224	https://pets-store-arg.com/assets/images/products/prod_224/cover.jpg	in_stock	27200 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_225	Jirafa - Agatar	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_225	https://pets-store-arg.com/assets/images/products/prod_225/cover.jpg	in_stock	25500 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_226	Hipopótamo - Agatar	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_226	https://pets-store-arg.com/assets/images/products/prod_226/cover.jpg	in_stock	35700 ARS	AGATAR	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_227	Ratón - Agatar	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_227	https://pets-store-arg.com/assets/images/products/prod_227/cover.jpg	in_stock	5950 ARS	AGATAR	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_228	Rinoceronte Mini - Agatar	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_228	https://pets-store-arg.com/assets/images/products/prod_228/cover.jpg	in_stock	16575 ARS	AGATAR	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_229	Oso Polar Mini - Agatar	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_229	https://pets-store-arg.com/assets/images/products/prod_229/cover.jpg	in_stock	16575 ARS	AGATAR	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_230	Elefante Mini - Agatar	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_230	https://pets-store-arg.com/assets/images/products/prod_230/cover.jpg	in_stock	16575 ARS	AGATAR	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_231	Gorila Mini - Agatar	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_231	https://pets-store-arg.com/assets/images/products/prod_231/cover.jpg	in_stock	16575 ARS	AGATAR	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_232	Chanchito - Agatar	🐱 Rascador para gatos. Ayuda a mantener las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_232	https://pets-store-arg.com/assets/images/products/prod_232/cover.jpg	in_stock	16575 ARS	AGATAR	new	Animals & Pet Supplies > Pet Supplies	accesorios
prod_233	Caja Transportadora - Agatar	Rascador para gatos. Mantiene las uñas sanas y protege tus muebles.	https://pets-store-arg.com/product.html?id=prod_233	https://pets-store-arg.com/assets/images/products/prod_233/cover.jpg	in_stock	7225 ARS	AGATAR	new	Animals & Pet Supplies > Pet Supplies	casa-descanso
prod_234	Juguete Atomo	🐕 Juguete átomo para mascotas. Diversión garantizada para tu compañero peludo.	https://pets-store-arg.com/product.html?id=prod_234	https://pets-store-arg.com/assets/images/products/prod_234/cover.jpg	in_stock	8840 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	juguetes
prod_235	Atomo Con Chifle	🐕 Juguete con sonido chifle en forma de átomo. Perfecto para juegos de morder y estimular a tu mascota.	https://pets-store-arg.com/product.html?id=prod_235	https://pets-store-arg.com/assets/images/products/prod_235/cover.jpg	in_stock	5359 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	juguetes
prod_236	Pelota De Tela X 4 Chica	🎾 Pelota para perros. Ideal para juegos de buscar y morder.	https://pets-store-arg.com/product.html?id=prod_236	https://pets-store-arg.com/assets/images/products/prod_236/cover.jpg	in_stock	5525 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	juguetes
prod_237	Pelota Tenis Grande X3	🎾 Pelota para perros. Ideal para juegos de buscar y morder.	https://pets-store-arg.com/product.html?id=prod_237	https://pets-store-arg.com/assets/images/products/prod_237/cover.jpg	in_stock	7514 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	juguetes
prod_238	Juguete Morron Siliconado	🐕 Juguete morron siliconado 6* 10cm para mascotas. Diversión garantizada para tu compañero peludo.	https://pets-store-arg.com/product.html?id=prod_238	https://pets-store-arg.com/assets/images/products/prod_238/cover.jpg	in_stock	7182 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	juguetes
prod_239	Pelota Fruta Siliconada C/luz	🎾 Pelota con luz LED. Perfecta para juegos diurnos y nocturnos.	https://pets-store-arg.com/product.html?id=prod_239	https://pets-store-arg.com/assets/images/products/prod_239/cover.jpg	in_stock	7182 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	juguetes
prod_240	Juguete Pelota Con Luz	🎾 Pelota con luz LED. Perfecta para juegos diurnos y nocturnos.	https://pets-store-arg.com/product.html?id=prod_240	https://pets-store-arg.com/assets/images/products/prod_240/cover.jpg	in_stock	7514 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	juguetes
prod_241	Pelota Erizo Con Luz Chica 6*6*6*	🎾 Pelota erizo con luz LED. Perfecta para juegos diurnos y nocturnos.	https://pets-store-arg.com/product.html?id=prod_241	https://pets-store-arg.com/assets/images/products/prod_241/cover.jpg	in_stock	3536 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	juguetes
prod_242	Pelota Erizo Con Luz Grande 7*7*7	🎾 Pelota erizo con luz LED. Perfecta para juegos diurnos y nocturnos.	https://pets-store-arg.com/product.html?id=prod_242	https://pets-store-arg.com/assets/images/products/prod_242/cover.jpg	in_stock	4972 ARS	Sin marca	new	Animals & Pet Supplies > Pet Supplies	juguetes
